MATCH_ID,MAP,TOURNAMENT,TEAM,SIDE,SCORE,RESULT,DURATION,HERO_1,HERO_2,HERO_3,HERO_4,HERO_5
174,3,SIGUL Pro League,Empire Hope,dire,22,LOSE,48:46,Pangolier,Templar Assassin,Weaver,Grimstroke,Tusk
174,3,SIGUL Pro League,Vikin.gg,radiant,29,WIN,48:46,Phantom Lancer,Nature's Prophet,Lina,Earthshaker,Snapfire
175,1,SIGUL Pro League,Aggressive Mode,dire,29,WIN,33:26,Beastmaster,Riki,Clockwerk,Dragon Knight,Keeper of the Light
175,1,SIGUL Pro League,Vikin.gg,radiant,21,LOSE,33:26,Death Prophet,Mars,Shadow Demon,Grimstroke,Ember Spirit
175,2,SIGUL Pro League,Aggressive Mode,dire,7,LOSE,22:26,Medusa,Mars,Crystal Maiden,Monkey King,Earthshaker
175,2,SIGUL Pro League,Vikin.gg,radiant,38,WIN,22:26,Queen of Pain,Pangolier,Enchantress,Rubick,Dragon Knight
175,3,SIGUL Pro League,Aggressive Mode,dire,10,LOSE,32:09,Viper,Warlock,Pugna,Ember Spirit,Dragon Knight
175,3,SIGUL Pro League,Vikin.gg,radiant,22,WIN,32:09,Mars,Monkey King,Shadow Demon,Bristleback,Keeper of the Light
176,1,SIGUL Pro League,EXTREMUM,dire,31,WIN,53:22,Puck,Gyrocopter,Bane,Mars,Phoenix
176,1,SIGUL Pro League,Vikin.gg,radiant,32,LOSE,53:22,Queen of Pain,Nature's Prophet,Earthshaker,Snapfire,Dragon Knight
176,2,SIGUL Pro League,EXTREMUM,dire,23,LOSE,42:25,Puck,Monkey King,Shadow Demon,Snapfire,Mars
176,2,SIGUL Pro League,Vikin.gg,radiant,35,WIN,42:25,Storm Spirit,Pangolier,Grimstroke,Rubick,Dragon Knight
176,3,SIGUL Pro League,EXTREMUM,dire,18,LOSE,36:37,Razor,Enigma,Troll Warlord,Lich,Timbersaw
176,3,SIGUL Pro League,Vikin.gg,radiant,44,WIN,36:37,Ember Spirit,Pugna,Nyx Assassin,Grimstroke,Dragon Knight
176,4,SIGUL Pro League,EXTREMUM,dire,16,LOSE,33:13,Death Prophet,Bloodseeker,Earth Spirit,Batrider,Oracle
176,4,SIGUL Pro League,Vikin.gg,radiant,44,WIN,33:13,Lina,Pangolier,Rubick,Grimstroke,Lycan
177,1,GGBET StayHome Challenge,Vikin.gg,radiant,37,WIN,31:19,Batrider,Storm Spirit,Nyx Assassin,Vengeful Spirit,Lycan
177,1,GGBET StayHome Challenge,Empire Hope,dire,16,LOSE,31:19,Phantom Lancer,Bloodseeker,Underlord,Rubick,Snapfire
177,2,GGBET StayHome Challenge,Vikin.gg,dire,22,LOSE,39:16,Huskar,Storm Spirit,Nature's Prophet,Snapfire,Centaur Warrunner
177,2,GGBET StayHome Challenge,Empire Hope,radiant,34,WIN,39:16,Underlord,Wraith King,Shadow Fiend,Undying,Rubick
177,3,GGBET StayHome Challenge,Vikin.gg,radiant,35,WIN,31:28,Invoker,Phantom Lancer,Phoenix,Snapfire,Centaur Warrunner
177,3,GGBET StayHome Challenge,Empire Hope,dire,13,LOSE,31:28,Dragon Knight,Wraith King,Dark Willow,Nature's Prophet,Disruptor
178,1,GGBET StayHome Challenge,Vikin.gg,radiant,31,WIN,35:48,Meepo,Faceless Void,Phoenix,Centaur Warrunner,Snapfire
178,1,GGBET StayHome Challenge,FlyToMoon,dire,20,LOSE,35:48,Alchemist,Mirana,Weaver,Undying,Pangolier
178,2,GGBET StayHome Challenge,Vikin.gg,radiant,30,WIN,32:36,Storm Spirit,Lifestealer,Vengeful Spirit,Centaur Warrunner,Rubick
178,2,GGBET StayHome Challenge,FlyToMoon,dire,17,LOSE,32:36,Silencer,Spectre,Witch Doctor,Grimstroke,Mars
179,1,GGBET StayHome Challenge,Empire Hope,radiant,10,LOSE,26:36,Weaver,Huskar,Disruptor,Oracle,Timbersaw
179,1,GGBET StayHome Challenge,Team Unique,dire,33,WIN,26:36,Silencer,Medusa,Mars,Witch Doctor,Batrider
179,2,GGBET StayHome Challenge,Empire Hope,dire,15,LOSE,32:49,Viper,Underlord,Rubick,Riki,Enchantress
179,2,GGBET StayHome Challenge,Team Unique,radiant,34,WIN,32:49,Ursa,Shadow Fiend,Phoenix,Slardar,Snapfire
180,1,GGBET StayHome Challenge,FlyToMoon,radiant,35,WIN,34:31,Leshrac,Grimstroke,Juggernaut,Rubick,Batrider
180,1,GGBET StayHome Challenge,Team Unique,dire,28,LOSE,34:31,Razor,Phantom Lancer,Vengeful Spirit,Phoenix,Mars
180,2,GGBET StayHome Challenge,FlyToMoon,dire,30,WIN,31:17,Queen of Pain,Lifestealer,Ogre Magi,Grimstroke,Pangolier
180,2,GGBET StayHome Challenge,Team Unique,radiant,18,LOSE,31:17,Medusa,Brewmaster,Rubick,Ember Spirit,Keeper of the Light
181,1,GGBET StayHome Challenge,Team Unique,dire,14,LOSE,32:03,Kunkka,Wraith King,Pangolier,Earthshaker,Ancient Apparition
181,1,GGBET StayHome Challenge,FlyToMoon,radiant,39,WIN,32:03,Shadow Fiend,Anti-Mage,Bane,Grimstroke,Mars
181,2,GGBET StayHome Challenge,Team Unique,dire,7,LOSE,19:05,Lion,Morphling,Clockwerk,Death Prophet,Keeper of the Light
181,2,GGBET StayHome Challenge,FlyToMoon,radiant,20,WIN,19:05,Batrider,Ember Spirit,Shadow Demon,Weaver,Earthshaker
182,1,GGBET StayHome Challenge,Cyber Legacy,radiant,37,WIN,52:20,Storm Spirit,Rubick,Troll Warlord,Death Prophet,Centaur Warrunner
182,1,GGBET StayHome Challenge,OG Seed,dire,33,LOSE,52:20,Kunkka,Spectre,Pugna,Slardar,Shadow Demon
182,2,GGBET StayHome Challenge,Cyber Legacy,dire,20,LOSE,37:46,Razor,Lycan,Bane,Phoenix,Centaur Warrunner
182,2,GGBET StayHome Challenge,OG Seed,radiant,29,WIN,37:46,Ember Spirit,Tidehunter,Rubick,Juggernaut,Grimstroke
182,3,GGBET StayHome Challenge,Cyber Legacy,radiant,24,LOSE,43:23,Outworld Devourer,Lycan,Phoenix,Centaur Warrunner,Death Prophet
182,3,GGBET StayHome Challenge,OG Seed,dire,30,WIN,43:23,Bristleback,Kunkka,Morphling,Clockwerk,Shadow Demon
183,1,GGBET StayHome Challenge,OG Seed,dire,7,LOSE,29:47,Dark Seer,Kunkka,Spectre,Clockwerk,Shadow Demon
183,1,GGBET StayHome Challenge,VP.Prodigy,radiant,31,WIN,29:47,Void Spirit,Phantom Lancer,Grimstroke,Death Prophet,Centaur Warrunner
183,2,GGBET StayHome Challenge,OG Seed,radiant,15,LOSE,41:46,Necrophos,Phantom Lancer,Lina,Mars,Phoenix
183,2,GGBET StayHome Challenge,VP.Prodigy,dire,40,WIN,41:46,Kunkka,Timbersaw,Riki,Undying,Rubick
184,1,GGBET StayHome Challenge,Cyber Legacy,radiant,23,WIN,34:36,Alchemist,Weaver,Dazzle,Dark Willow,Mars
184,1,GGBET StayHome Challenge,B8,dire,7,LOSE,34:36,Axe,Phantom Lancer,Abaddon,Leshrac,Shadow Demon
184,2,GGBET StayHome Challenge,Cyber Legacy,dire,9,LOSE,32:11,Sven,Beastmaster,Keeper of the Light,Dragon Knight,Rubick
184,2,GGBET StayHome Challenge,B8,radiant,22,WIN,32:11,Queen of Pain,Meepo,Snapfire,Dark Willow,Centaur Warrunner
184,3,GGBET StayHome Challenge,Cyber Legacy,radiant,30,WIN,43:39,Ember Spirit,Slark,Snapfire,Axe,Phoenix
184,3,GGBET StayHome Challenge,B8,dire,4,LOSE,43:39,Underlord,Wraith King,Mirana,Shadow Demon,Dragon Knight
185,1,GGBET StayHome Challenge,OG Seed,radiant,13,LOSE,40:37,Dark Willow,Gyrocopter,Sand King,Ancient Apparition,Nature's Prophet
185,1,GGBET StayHome Challenge,Cyber Legacy,dire,32,WIN,40:37,Spectre,Legion Commander,Phoenix,Death Prophet,Shadow Demon
185,2,GGBET StayHome Challenge,OG Seed,dire,33,WIN,37:22,Anti-Mage,Beastmaster,Snapfire,Keeper of the Light,Ember Spirit
185,2,GGBET StayHome Challenge,Cyber Legacy,radiant,18,LOSE,37:22,Ogre Magi,Morphling,Dazzle,Phoenix,Centaur Warrunner
185,3,GGBET StayHome Challenge,OG Seed,radiant,25,LOSE,38:24,Lycan,Morphling,Rubick,Snapfire,Mars
185,3,GGBET StayHome Challenge,Cyber Legacy,dire,34,WIN,38:24,Phantom Lancer,Grimstroke,Ember Spirit,Shadow Demon,Centaur Warrunner
186,1,GGBET StayHome Challenge,B8,radiant,1,LOSE,21:43,Shadow Fiend,Wraith King,Lich,Puck,Pangolier
186,1,GGBET StayHome Challenge,VP.Prodigy,dire,20,WIN,21:43,Beastmaster,Medusa,Rubick,Keeper of the Light,Ember Spirit
186,2,GGBET StayHome Challenge,B8,dire,10,LOSE,30:02,Legion Commander,Terrorblade,Disruptor,Mars,Rubick
186,2,GGBET StayHome Challenge,VP.Prodigy,radiant,29,WIN,30:02,Morphling,Riki,Snapfire,Phoenix,Centaur Warrunner
187,1,GGBET StayHome Challenge,Vikin.gg,radiant,10,LOSE,38:40,Alchemist,Leshrac,Abaddon,Enchantress,Snapfire
187,1,GGBET StayHome Challenge,Cyber Legacy,dire,34,WIN,38:40,Troll Warlord,Ember Spirit,Rubick,Shadow Demon,Centaur Warrunner
187,2,GGBET StayHome Challenge,Vikin.gg,radiant,38,WIN,43:02,Pangolier,Storm Spirit,Tusk,Snapfire,Dragon Knight
187,2,GGBET StayHome Challenge,Cyber Legacy,dire,20,LOSE,43:02,Void Spirit,Keeper of the Light,Troll Warlord,Axe,Phoenix
187,3,GGBET StayHome Challenge,Vikin.gg,dire,33,WIN,47:36,Meepo,Pangolier,Snapfire,Shadow Demon,Death Prophet
187,3,GGBET StayHome Challenge,Cyber Legacy,radiant,22,LOSE,47:36,Riki,Queen of Pain,Earth Spirit,Keeper of the Light,Centaur Warrunner
188,1,GGBET StayHome Challenge,VP.Prodigy,dire,22,WIN,49:27,Razor,Slark,Abaddon,Grimstroke,Death Prophet
188,1,GGBET StayHome Challenge,FlyToMoon,radiant,22,LOSE,49:27,Shadow Fiend,Snapfire,Riki,Shadow Demon,Pangolier
188,2,GGBET StayHome Challenge,VP.Prodigy,dire,27,WIN,47:34,Phantom Lancer,Kunkka,Ancient Apparition,Abaddon,Grimstroke
188,2,GGBET StayHome Challenge,FlyToMoon,radiant,29,LOSE,47:34,Storm Spirit,Gyrocopter,Io,Snapfire,Mars
189,1,GGBET StayHome Challenge,Vikin.gg,radiant,20,WIN,42:12,Anti-Mage,Legion Commander,Monkey King,Snapfire,Shadow Demon
189,1,GGBET StayHome Challenge,VP.Prodigy,dire,19,LOSE,42:12,Nature's Prophet,Morphling,Venomancer,Ember Spirit,Rubick
189,2,GGBET StayHome Challenge,Vikin.gg,dire,15,LOSE,28:49,Kunkka,Riki,Nyx Assassin,Pangolier,Snapfire
189,2,GGBET StayHome Challenge,VP.Prodigy,radiant,35,WIN,28:49,Razor,Mars,Shadow Demon,Keeper of the Light,Ember Spirit
189,3,GGBET StayHome Challenge,Vikin.gg,radiant,6,LOSE,27:13,Dark Seer,Meepo,Vengeful Spirit,Dragon Knight,Shadow Demon
189,3,GGBET StayHome Challenge,VP.Prodigy,dire,30,WIN,27:13,Kunkka,Phantom Lancer,Rubick,Disruptor,Mars
190,1,GGBET StayHome Challenge,Team Unique,radiant,15,WIN,18:41,Lifestealer,Void Spirit,Grimstroke,Wraith King,Chen
190,1,GGBET StayHome Challenge,B8,dire,2,LOSE,18:41,Leshrac,Troll Warlord,Oracle,Phoenix,Centaur Warrunner
190,2,GGBET StayHome Challenge,Team Unique,dire,31,WIN,31:55,Wraith King,Void Spirit,Pugna,Bristleback,Keeper of the Light
190,2,GGBET StayHome Challenge,B8,radiant,19,LOSE,31:55,Queen of Pain,Mirana,Axe,Winter Wyvern,Ember Spirit
191,1,GGBET StayHome Challenge,OG Seed,dire,14,LOSE,36:41,Lina,Phoenix,Slardar,Ember Spirit,Grimstroke
191,1,GGBET StayHome Challenge,Empire Hope,radiant,31,WIN,36:41,Abaddon,Shadow Fiend,Rubick,Riki,Snapfire
191,2,GGBET StayHome Challenge,OG Seed,radiant,20,WIN,24:43,Slardar,Kunkka,Puck,Bristleback,Death Prophet
191,2,GGBET StayHome Challenge,Empire Hope,dire,22,LOSE,24:43,Viper,Nyx Assassin,Centaur Warrunner,Snapfire,Riki
191,3,GGBET StayHome Challenge,OG Seed,dire,28,LOSE,39:09,Spectre,Oracle,Puck,Slardar,Death Prophet
191,3,GGBET StayHome Challenge,Empire Hope,radiant,46,WIN,39:09,Queen of Pain,Abaddon,Disruptor,Snapfire,Riki
192,1,GGBET StayHome Challenge,Cyber Legacy,radiant,20,LOSE,37:24,Terrorblade,Ember Spirit,Grimstroke,Phoenix,Centaur Warrunner
192,1,GGBET StayHome Challenge,Team Unique,dire,27,WIN,37:24,Razor,Lifestealer,Witch Doctor,Weaver,Tusk
192,2,GGBET StayHome Challenge,Cyber Legacy,radiant,14,LOSE,27:52,Troll Warlord,Necrophos,Grimstroke,Oracle,Centaur Warrunner
192,2,GGBET StayHome Challenge,Team Unique,dire,24,WIN,27:52,Gyrocopter,Templar Assassin,Witch Doctor,Weaver,Ember Spirit
193,1,GGBET StayHome Challenge,FlyToMoon,radiant,23,WIN,38:24,Queen of Pain,Lifestealer,Ogre Magi,Nyx Assassin,Pangolier
193,1,GGBET StayHome Challenge,Empire Hope,dire,26,LOSE,38:24,Templar Assassin,Abaddon,Rubick,Keeper of the Light,Ember Spirit
193,2,GGBET StayHome Challenge,FlyToMoon,dire,26,WIN,24:39,Kunkka,Terrorblade,Ogre Magi,Shadow Demon,Mars
193,2,GGBET StayHome Challenge,Empire Hope,radiant,12,LOSE,24:39,Dragon Knight,Nature's Prophet,Wraith King,Rubick,Grimstroke
194,1,GGBET StayHome Challenge,Team Unique,dire,28,LOSE,40:48,Pugna,Bristleback,Ember Spirit,Tusk,Grimstroke
194,1,GGBET StayHome Challenge,FlyToMoon,radiant,28,WIN,40:48,Necrophos,Slark,Oracle,Shadow Demon,Mars
194,2,GGBET StayHome Challenge,Team Unique,dire,11,LOSE,29:44,Gyrocopter,Phoenix,Razor,Witch Doctor,Pangolier
194,2,GGBET StayHome Challenge,FlyToMoon,radiant,26,WIN,29:44,Lina,Phantom Lancer,Death Prophet,Bane,Tusk
195,1,GGBET StayHome Challenge,Vikin.gg,radiant,23,WIN,27:48,Broodmother,Nature's Prophet,Tusk,Keeper of the Light,Ember Spirit
195,1,GGBET StayHome Challenge,FlyToMoon,dire,13,LOSE,27:48,Puck,Ogre Magi,Beastmaster,Lifestealer,Rubick
195,2,GGBET StayHome Challenge,Vikin.gg,dire,32,WIN,38:14,Queen of Pain,Anti-Mage,Vengeful Spirit,Phoenix,Mars
195,2,GGBET StayHome Challenge,FlyToMoon,radiant,32,LOSE,38:14,Dragon Knight,Phantom Lancer,Oracle,Tusk,Batrider
196,1,GGBET StayHome Challenge,VP.Prodigy,radiant,12,LOSE,36:59,Sniper,Riki,Oracle,Beastmaster,Phoenix
196,1,GGBET StayHome Challenge,Vikin.gg,dire,39,WIN,36:59,Lina,Dragon Knight,Snapfire,Enchantress,Mars
196,2,GGBET StayHome Challenge,VP.Prodigy,dire,39,WIN,51:04,Kunkka,Riki,Grimstroke,Centaur Warrunner,Shadow Demon
196,2,GGBET StayHome Challenge,Vikin.gg,radiant,25,LOSE,51:04,Timbersaw,Winter Wyvern,Snapfire,Mars,Death Prophet
196,3,GGBET StayHome Challenge,VP.Prodigy,dire,22,WIN,38:02,Necrophos,Phantom Lancer,Grimstroke,Centaur Warrunner,Shadow Demon
196,3,GGBET StayHome Challenge,Vikin.gg,radiant,25,LOSE,38:02,Spectre,Snapfire,Enchantress,Queen of Pain,Mars
196,4,GGBET StayHome Challenge,VP.Prodigy,radiant,43,WIN,44:36,Monkey King,Riki,Rubick,Snapfire,Mars
196,4,GGBET StayHome Challenge,Vikin.gg,dire,24,LOSE,44:36,Kunkka,Phantom Lancer,Winter Wyvern,Pangolier,Phoenix
197,1,Amadeus Cup,Reverse Heaven,radiant,38,WIN,27:27,Huskar,Nyx Assassin,Dragon Knight,Tusk,Snapfire
197,1,Amadeus Cup,Saint,dire,20,LOSE,27:27,Queen of Pain,Legion Commander,Weaver,Ember Spirit,Keeper of the Light
197,2,Amadeus Cup,Reverse Heaven,dire,37,WIN,27:27,Alchemist,Silencer,Death Prophet,Tusk,Dazzle
197,2,Amadeus Cup,Saint,radiant,14,LOSE,27:27,Faceless Void,Tidehunter,Lina,Winter Wyvern,Phoenix
198,1,Amadeus Cup,Saint,dire,6,LOSE,29:57,Sniper,Rubick,Dragon Knight,Tusk,Phoenix
198,1,Amadeus Cup,LGD.international,radiant,16,WIN,29:57,Huskar,Juggernaut,Pangolier,Mirana,Oracle
198,2,Amadeus Cup,Saint,radiant,6,LOSE,23:30,Dazzle,Wraith King,Grimstroke,Phoenix,Void Spirit
198,2,Amadeus Cup,LGD.international,dire,26,WIN,23:30,Anti-Mage,Ember Spirit,Mirana,Centaur Warrunner,Oracle
199,1,Amadeus Cup,Game Sparta,radiant,11,LOSE,30:21,Invoker,Phantom Lancer,Nature's Prophet,Centaur Warrunner,Mirana
199,1,Amadeus Cup,Saint,dire,31,WIN,30:21,Leshrac,Brewmaster,Dazzle,Treant Protector,Phoenix
199,2,Amadeus Cup,Game Sparta,dire,16,LOSE,24:02,Dark Seer,Weaver,Ogre Magi,Dragon Knight,Pangolier
199,2,Amadeus Cup,Saint,radiant,37,WIN,24:02,Alchemist,Batrider,Rubick,Keeper of the Light,Ember Spirit
200,1,Amadeus Cup,Aster.Aries,radiant,27,LOSE,33:34,Rubick,Clinkz,Ogre Magi,Earth Spirit,Nature's Prophet
200,1,Amadeus Cup,Saint,dire,37,WIN,33:34,Queen of Pain,Legion Commander,Phoenix,Ember Spirit,Keeper of the Light
200,2,Amadeus Cup,Aster.Aries,radiant,26,LOSE,37:48,Lina,Abaddon,Riki,Ancient Apparition,Void Spirit
200,2,Amadeus Cup,Saint,dire,35,WIN,37:48,Phantom Lancer,Ember Spirit,Oracle,Legion Commander,Phoenix
201,1,Amadeus Cup,Saint,dire,21,LOSE,36:07,Crystal Maiden,Troll Warlord,Underlord,Keeper of the Light,Void Spirit
201,1,Amadeus Cup,496 Gaming,radiant,33,WIN,36:07,Batrider,Undying,Phantom Lancer,Tusk,Puck
201,2,Amadeus Cup,Saint,radiant,44,WIN,35:35,Kunkka,Faceless Void,Skywrath Mage,Void Spirit,Keeper of the Light
201,2,Amadeus Cup,496 Gaming,dire,17,LOSE,35:35,Nature's Prophet,Troll Warlord,Tusk,Puck,Undying
202,1,Amadeus Cup,Reverse Heaven,radiant,5,LOSE,28:48,Mars,Weaver,Ogre Magi,Rubick,Death Prophet
202,1,Amadeus Cup,LGD.international,dire,29,WIN,28:48,Slark,Batrider,Tiny,Timbersaw,Oracle
202,2,Amadeus Cup,Reverse Heaven,dire,32,WIN,29:53,Storm Spirit,Shadow Demon,Centaur Warrunner,Mirana,Dragon Knight
202,2,Amadeus Cup,LGD.international,radiant,7,LOSE,29:53,Pangolier,Morphling,Earthshaker,Mars,Ancient Apparition
203,1,Amadeus Cup,Reverse Heaven,radiant,28,WIN,18:47,Templar Assassin,Bristleback,Keeper of the Light,Rubick,Centaur Warrunner
203,1,Amadeus Cup,Game Sparta,dire,7,LOSE,18:47,Shadow Demon,Outworld Devourer,Skywrath Mage,Dragon Knight,Pangolier
203,2,Amadeus Cup,Reverse Heaven,dire,46,WIN,27:45,Morphling,Faceless Void,Phoenix,Shadow Demon,Centaur Warrunner
203,2,Amadeus Cup,Game Sparta,radiant,25,LOSE,27:45,Snapfire,Tusk,Dragon Knight,Dazzle,Death Prophet
204,1,Amadeus Cup,Aster.Aries,dire,23,WIN,42:36,Tidehunter,Dazzle,Nyx Assassin,Ember Spirit,Ancient Apparition
204,1,Amadeus Cup,Reverse Heaven,radiant,24,LOSE,42:36,Mirana,Lycan,Clockwerk,Void Spirit,Keeper of the Light
204,2,Amadeus Cup,Aster.Aries,radiant,14,LOSE,26:37,Mirana,Pangolier,Ember Spirit,Keeper of the Light,Mars
204,2,Amadeus Cup,Reverse Heaven,dire,24,WIN,26:37,Storm Spirit,Ogre Magi,Riki,Centaur Warrunner,Phoenix
205,1,Amadeus Cup,Reverse Heaven,radiant,12,LOSE,32:47,Shadow Fiend,Ember Spirit,Keeper of the Light,Phoenix,Mars
205,1,Amadeus Cup,496 Gaming,dire,18,WIN,32:47,Batrider,Drow Ranger,Witch Doctor,Tusk,Puck
205,2,Amadeus Cup,Reverse Heaven,dire,34,WIN,47:20,Storm Spirit,Slark,Shadow Demon,Legion Commander,Phoenix
205,2,Amadeus Cup,496 Gaming,radiant,20,LOSE,47:20,Troll Warlord,Gyrocopter,Io,Earth Spirit,Batrider
206,1,Amadeus Cup,Game Sparta,dire,5,LOSE,21:47,Storm Spirit,Ember Spirit,Nature's Prophet,Bane,Pangolier
206,1,Amadeus Cup,LGD.international,radiant,15,WIN,21:47,Legion Commander,Morphling,Rubick,Oracle,Void Spirit
206,2,Amadeus Cup,Game Sparta,radiant,12,LOSE,23:45,Clockwerk,Troll Warlord,Lich,Tusk,Death Prophet
206,2,Amadeus Cup,LGD.international,dire,17,WIN,23:45,Queen of Pain,Wraith King,Tiny,Pangolier,Ancient Apparition
207,1,Amadeus Cup,Aster.Aries,dire,30,LOSE,43:02,Tusk,Monkey King,Disruptor,Windranger,Mars
207,1,Amadeus Cup,LGD.international,radiant,34,WIN,43:02,Dragon Knight,Lina,Tiny,Pangolier,Nyx Assassin
207,2,Amadeus Cup,Aster.Aries,radiant,8,LOSE,31:52,Ember Spirit,Naga Siren,Shadow Demon,Rubick,Centaur Warrunner
207,2,Amadeus Cup,LGD.international,dire,29,WIN,31:52,Morphling,Wraith King,Mirana,Oracle,Void Spirit
208,1,Amadeus Cup,496 Gaming,radiant,7,LOSE,25:01,Axe,Troll Warlord,Disruptor,Tusk,Batrider
208,1,Amadeus Cup,LGD.international,dire,31,WIN,25:01,Wraith King,Naga Siren,Mirana,Void Spirit,Oracle
208,2,Amadeus Cup,496 Gaming,dire,7,LOSE,23:29,Drow Ranger,Troll Warlord,Undying,Earth Spirit,Batrider
208,2,Amadeus Cup,LGD.international,radiant,45,WIN,23:29,Ember Spirit,Slark,Mirana,Oracle,Void Spirit
209,1,Amadeus Cup,Game Sparta,dire,7,LOSE,16:02,Puck,Razor,Clockwerk,Mirana,Centaur Warrunner
209,1,Amadeus Cup,Aster.Aries,radiant,22,WIN,16:02,Storm Spirit,Batrider,Rubick,Dragon Knight,Ancient Apparition
209,2,Amadeus Cup,Game Sparta,radiant,22,LOSE,25:25,Storm Spirit,Dragon Knight,Lich,Tusk,Mars
209,2,Amadeus Cup,Aster.Aries,dire,36,WIN,25:25,Earth Spirit,Naga Siren,Disruptor,Rubick,Centaur Warrunner
210,1,Amadeus Cup,Game Sparta,dire,21,LOSE,35:03,Abaddon,Ember Spirit,Lich,Centaur Warrunner,Snapfire
210,1,Amadeus Cup,496 Gaming,radiant,28,WIN,35:03,Grimstroke,Batrider,Tiny,Puck,Phantom Lancer
210,2,Amadeus Cup,Game Sparta,radiant,4,LOSE,17:27,Templar Assassin,Wraith King,Windranger,Snapfire,Centaur Warrunner
210,2,Amadeus Cup,496 Gaming,dire,19,WIN,17:27,Drow Ranger,Axe,Tiny,Undying,Puck
211,1,Amadeus Cup,496 Gaming,radiant,33,WIN,24:17,Nature's Prophet,Phantom Lancer,Tiny,Undying,Puck
211,1,Amadeus Cup,Aster.Aries,dire,17,LOSE,24:17,Alchemist,Clinkz,Ogre Magi,Phoenix,Mars
211,2,Amadeus Cup,496 Gaming,dire,33,WIN,44:55,Monkey King,Tidehunter,Nyx Assassin,Gyrocopter,Io
211,2,Amadeus Cup,Aster.Aries,radiant,39,LOSE,44:55,Kunkka,Pangolier,Dazzle,Ember Spirit,Keeper of the Light
212,1,Amadeus Cup,Reality Rift,radiant,12,WIN,25:03,Alchemist,Abaddon,Monkey King,Spirit Breaker,Keeper of the Light
212,1,Amadeus Cup,Neon Esports,dire,12,LOSE,25:03,Slark,Batrider,Chen,Snapfire,Ember Spirit
212,2,Amadeus Cup,Reality Rift,dire,39,LOSE,47:52,Shadow Fiend,Tidehunter,Winter Wyvern,Ember Spirit,Rubick
212,2,Amadeus Cup,Neon Esports,radiant,33,WIN,47:52,Batrider,Monkey King,Morphling,Phoenix,Magnus
213,1,Amadeus Cup,Reality Rift,dire,30,WIN,32:09,Mars,Faceless Void,Ancient Apparition,Ember Spirit,Mirana
213,1,Amadeus Cup,Goodfellaz,radiant,6,LOSE,32:09,Night Stalker,Underlord,Earthshaker,Morphling,Keeper of the Light
213,2,Amadeus Cup,Reality Rift,radiant,26,WIN,32:18,Storm Spirit,Dragon Knight,Centaur Warrunner,Ancient Apparition,Phoenix
213,2,Amadeus Cup,Goodfellaz,dire,12,LOSE,32:18,Lina,Troll Warlord,Weaver,Tusk,Chen
214,1,Amadeus Cup,Reality Rift,dire,7,LOSE,29:30,Kunkka,Phantom Lancer,Lich,Ember Spirit,Phoenix
214,1,Amadeus Cup,Execration,radiant,24,WIN,29:30,Leshrac,Morphling,Rubick,Mars,Keeper of the Light
214,2,Amadeus Cup,Reality Rift,radiant,28,WIN,42:31,Dragon Knight,Faceless Void,Snapfire,Centaur Warrunner,Rubick
214,2,Amadeus Cup,Execration,dire,29,LOSE,42:31,Puck,Nature's Prophet,Tusk,Monkey King,Keeper of the Light
215,1,Amadeus Cup,Reality Rift,dire,10,LOSE,27:47,Slardar,Shadow Fiend,Elder Titan,Ancient Apparition,Ember Spirit
215,1,Amadeus Cup,Equation,radiant,35,WIN,27:47,Ursa,Storm Spirit,Snapfire,Shadow Demon,Centaur Warrunner
215,2,Amadeus Cup,Reality Rift,radiant,15,LOSE,42:51,Axe,Phantom Lancer,Death Prophet,Snapfire,Phoenix
215,2,Amadeus Cup,Equation,dire,29,WIN,42:51,Underlord,Anti-Mage,Lina,Silencer,Mars
216,1,Amadeus Cup,Reality Rift,radiant,19,LOSE,35:40,Leshrac,Underlord,Snapfire,Rubick,Dragon Knight
216,1,Amadeus Cup,Cignal Ultra,dire,42,WIN,35:40,Razor,Slark,Earth Spirit,Keeper of the Light,Centaur Warrunner
216,2,Amadeus Cup,Reality Rift,dire,27,WIN,33:47,Death Prophet,Troll Warlord,Mirana,Beastmaster,Phoenix
216,2,Amadeus Cup,Cignal Ultra,radiant,16,LOSE,33:47,Windranger,Legion Commander,Rubick,Faceless Void,Snapfire
217,1,Amadeus Cup,Goodfellaz,radiant,10,LOSE,28:35,Slark,Centaur Warrunner,Void Spirit,Snapfire,Nyx Assassin
217,1,Amadeus Cup,Neon Esports,dire,34,WIN,28:35,Puck,Lifestealer,Ember Spirit,Clockwerk,Keeper of the Light
217,2,Amadeus Cup,Goodfellaz,dire,29,WIN,40:27,Underlord,Phantom Lancer,Void Spirit,Clockwerk,Chen
217,2,Amadeus Cup,Neon Esports,radiant,22,LOSE,40:27,Monkey King,Death Prophet,Mirana,Centaur Warrunner,Ancient Apparition
218,1,Amadeus Cup,Neon Esports,dire,39,WIN,68:28,Dragon Knight,Undying,Phantom Lancer,Phoenix,Clockwerk
218,1,Amadeus Cup,Execration,radiant,27,LOSE,68:28,Puck,Troll Warlord,Underlord,Tusk,Keeper of the Light
218,2,Amadeus Cup,Neon Esports,radiant,29,WIN,29:16,Ember Spirit,Faceless Void,Magnus,Ancient Apparition,Puck
218,2,Amadeus Cup,Execration,dire,12,LOSE,29:16,Void Spirit,Troll Warlord,Pangolier,Chen,Rubick
