,MATCH_ID,MAP,TOURNAMENT,TEAM,SIDE,SCORE,RESULT,DURATION,HERO_1,HERO_2,HERO_3,HERO_4,HERO_5
4809,278,1,ESL One Los Angeles 2020 - Online: Europe & CIS,OG,dire,38,WIN,33:40,Brewmaster,Lycan,Grimstroke,Ember Spirit,Keeper of the Light
4810,278,2,ESL One Los Angeles 2020 - Online: Europe & CIS,Nigma Galaxy,radiant,10,LOSE,22:27,Batrider,Anti-Mage,Winter Wyvern,Centaur Warrunner,Io
4811,278,2,ESL One Los Angeles 2020 - Online: Europe & CIS,OG,dire,22,WIN,22:27,Legion Commander,Pugna,Earthshaker,Gyrocopter,Chen
4812,279,1,ESL One Los Angeles 2020 - Online: Europe & CIS,Nigma Galaxy,dire,44,WIN,32:02,Dark Seer,Anti-Mage,Lina,Tusk,Chen
4813,279,1,ESL One Los Angeles 2020 - Online: Europe & CIS,HellRaisers,radiant,10,LOSE,32:02,Morphling,Ember Spirit,Winter Wyvern,Batrider,Timbersaw
4814,279,2,ESL One Los Angeles 2020 - Online: Europe & CIS,Nigma Galaxy,dire,37,WIN,28:29,Dragon Knight,Templar Assassin,Clockwerk,Ember Spirit,Grimstroke
4815,279,2,ESL One Los Angeles 2020 - Online: Europe & CIS,HellRaisers,radiant,16,LOSE,28:29,Morphling,Queen of Pain,Tusk,Oracle,Timbersaw
4816,280,1,ESL One Los Angeles 2020 - Online: Europe & CIS,Nigma Galaxy,dire,15,LOSE,35:54,Necrophos,Magnus,Earthshaker,Ember Spirit,Chen
4817,280,1,ESL One Los Angeles 2020 - Online: Europe & CIS,Gambit Esports,radiant,29,WIN,35:54,Morphling,Lycan,Grimstroke,Pangolier,Weaver
4818,280,2,ESL One Los Angeles 2020 - Online: Europe & CIS,Nigma Galaxy,dire,20,LOSE,39:31,Leshrac,Outworld Devourer,Night Stalker,Oracle,Io
4819,280,2,ESL One Los Angeles 2020 - Online: Europe & CIS,Gambit Esports,radiant,51,WIN,39:31,Death Prophet,Timbersaw,Clockwerk,Ember Spirit,Grimstroke
4820,281,1,ESL One Los Angeles 2020 - Online: Europe & CIS,Nigma Galaxy,dire,51,WIN,32:24,Ember Spirit,Dark Seer,Clockwerk,Batrider,Keeper of the Light
4821,281,1,ESL One Los Angeles 2020 - Online: Europe & CIS,Cyber Legacy,radiant,18,LOSE,32:24,Legion Commander,Phantom Lancer,Grimstroke,Death Prophet,Mars
4822,281,2,ESL One Los Angeles 2020 - Online: Europe & CIS,Nigma Galaxy,radiant,17,LOSE,37:09,Nature's Prophet,Juggernaut,Dragon Knight,Ancient Apparition,Oracle
4823,281,2,ESL One Los Angeles 2020 - Online: Europe & CIS,Cyber Legacy,dire,38,WIN,37:09,Vengeful Spirit,Razor,Earth Spirit,Centaur Warrunner,Death Prophet
4824,281,3,ESL One Los Angeles 2020 - Online: Europe & CIS,Nigma Galaxy,radiant,43,WIN,48:04,Outworld Devourer,Riki,Void Spirit,Earth Spirit,Keeper of the Light
4825,281,3,ESL One Los Angeles 2020 - Online: Europe & CIS,Cyber Legacy,dire,32,LOSE,48:04,Lich,Spectre,Dazzle,Axe,Phoenix
4826,282,1,ESL One Los Angeles 2020 - Online: Europe & CIS,Nigma Galaxy,radiant,21,WIN,16:29,Spectre,Lina,Grimstroke,Dragon Knight,Io
4827,282,1,ESL One Los Angeles 2020 - Online: Europe & CIS,B8,dire,1,LOSE,16:29,Pugna,Sven,Jakiro,Timbersaw,Shadow Demon
4828,282,2,ESL One Los Angeles 2020 - Online: Europe & CIS,Nigma Galaxy,dire,21,WIN,35:26,Dark Seer,Phantom Lancer,Earthshaker,Io,Death Prophet
4829,282,2,ESL One Los Angeles 2020 - Online: Europe & CIS,B8,radiant,23,LOSE,35:26,Pangolier,Morphling,Lich,Mars,Shadow Demon
4830,283,1,ESL One Los Angeles 2020 - Online: Europe & CIS,OG,dire,29,WIN,30:47,Nyx Assassin,Batrider,Skywrath Mage,Monkey King,Chen
4831,283,1,ESL One Los Angeles 2020 - Online: Europe & CIS,HellRaisers,radiant,12,LOSE,30:47,Phantom Lancer,Death Prophet,Void Spirit,Timbersaw,Pangolier
4832,283,2,ESL One Los Angeles 2020 - Online: Europe & CIS,OG,dire,22,WIN,32:33,Nyx Assassin,Legion Commander,Weaver,Gyrocopter,Death Prophet
4833,283,2,ESL One Los Angeles 2020 - Online: Europe & CIS,HellRaisers,radiant,20,LOSE,32:33,Morphling,Ember Spirit,Disruptor,Axe,Phoenix
4834,284,1,ESL One Los Angeles 2020 - Online: Europe & CIS,OG,dire,24,WIN,21:08,Dragon Knight,Nyx Assassin,Gyrocopter,Pugna,Beastmaster
4835,284,1,ESL One Los Angeles 2020 - Online: Europe & CIS,Gambit Esports,radiant,10,LOSE,21:08,Alchemist,Ember Spirit,Vengeful Spirit,Earth Spirit,Void Spirit
4836,284,2,ESL One Los Angeles 2020 - Online: Europe & CIS,OG,dire,28,WIN,21:15,Void Spirit,Morphling,Earthshaker,Weaver,Chen
4837,284,2,ESL One Los Angeles 2020 - Online: Europe & CIS,Gambit Esports,radiant,6,LOSE,21:15,Lina,Tusk,Nyx Assassin,Gyrocopter,Phoenix
4838,285,1,ESL One Los Angeles 2020 - Online: Europe & CIS,OG,dire,23,WIN,28:57,Jakiro,Monkey King,Beastmaster,Lycan,Phoenix
4839,285,1,ESL One Los Angeles 2020 - Online: Europe & CIS,Cyber Legacy,radiant,9,LOSE,28:57,Bristleback,Tidehunter,Troll Warlord,Shadow Demon,Death Prophet
4840,285,2,ESL One Los Angeles 2020 - Online: Europe & CIS,OG,dire,27,WIN,47:24,Dark Seer,Weaver,Batrider,Vengeful Spirit,Beastmaster
4841,285,2,ESL One Los Angeles 2020 - Online: Europe & CIS,Cyber Legacy,radiant,35,LOSE,47:24,Omniknight,Phantom Lancer,Snapfire,Death Prophet,Shadow Demon
4842,286,1,ESL One Los Angeles 2020 - Online: Europe & CIS,OG,dire,27,WIN,32:19,Spirit Breaker,Dark Seer,Weaver,Gyrocopter,Earthshaker
4843,286,1,ESL One Los Angeles 2020 - Online: Europe & CIS,B8,radiant,23,LOSE,32:19,Ember Spirit,Pangolier,Jakiro,Tusk,Nature's Prophet
4844,286,2,ESL One Los Angeles 2020 - Online: Europe & CIS,OG,dire,33,LOSE,42:41,Tidehunter,Ember Spirit,Windranger,Tusk,Phoenix
4845,286,2,ESL One Los Angeles 2020 - Online: Europe & CIS,B8,radiant,29,WIN,42:41,Queen of Pain,Meepo,Pangolier,Beastmaster,Chen
4846,286,3,ESL One Los Angeles 2020 - Online: Europe & CIS,OG,dire,18,WIN,41:55,Underlord,Nature's Prophet,Earthshaker,Gyrocopter,Keeper of the Light
4847,286,3,ESL One Los Angeles 2020 - Online: Europe & CIS,B8,radiant,21,LOSE,41:55,Queen of Pain,Weaver,Centaur Warrunner,Winter Wyvern,Ember Spirit
4848,287,1,ESL One Los Angeles 2020 - Online: Europe & CIS,HellRaisers,radiant,27,WIN,36:40,Winter Wyvern,Morphling,Weaver,Pangolier,Death Prophet
4849,287,1,ESL One Los Angeles 2020 - Online: Europe & CIS,Gambit Esports,dire,8,LOSE,36:40,Medusa,Bloodseeker,Tusk,Keeper of the Light,Beastmaster
4850,287,2,ESL One Los Angeles 2020 - Online: Europe & CIS,HellRaisers,dire,21,LOSE,52:19,Dark Seer,Storm Spirit,Nyx Assassin,Bristleback,Keeper of the Light
4851,287,2,ESL One Los Angeles 2020 - Online: Europe & CIS,Gambit Esports,radiant,36,WIN,52:19,Kunkka,Phantom Lancer,Shadow Demon,Tusk,Weaver
4852,287,3,ESL One Los Angeles 2020 - Online: Europe & CIS,HellRaisers,radiant,32,WIN,38:36,Alchemist,Riki,Earthshaker,Oracle,Timbersaw
4853,287,3,ESL One Los Angeles 2020 - Online: Europe & CIS,Gambit Esports,dire,19,LOSE,38:36,Troll Warlord,Storm Spirit,Witch Doctor,Weaver,Tusk
4854,288,1,ESL One Los Angeles 2020 - Online: Europe & CIS,HellRaisers,dire,18,WIN,32:26,Storm Spirit,Terrorblade,Rubick,Mars,Shadow Demon
4855,288,1,ESL One Los Angeles 2020 - Online: Europe & CIS,Cyber Legacy,radiant,19,LOSE,32:26,Slark,Enigma,Oracle,Axe,Death Prophet
4856,288,2,ESL One Los Angeles 2020 - Online: Europe & CIS,HellRaisers,radiant,27,WIN,53:52,Pugna,Morphling,Disruptor,Enigma,Pangolier
4857,288,2,ESL One Los Angeles 2020 - Online: Europe & CIS,Cyber Legacy,dire,25,LOSE,53:52,Phantom Lancer,Legion Commander,Winter Wyvern,Death Prophet,Shadow Demon
4858,289,1,ESL One Los Angeles 2020 - Online: Europe & CIS,HellRaisers,radiant,21,WIN,34:19,Terrorblade,Winter Wyvern,Kunkka,Death Prophet,Mirana
4859,289,1,ESL One Los Angeles 2020 - Online: Europe & CIS,B8,dire,17,LOSE,34:19,Puck,Ancient Apparition,Tusk,Wraith King,Chen
4860,289,2,ESL One Los Angeles 2020 - Online: Europe & CIS,HellRaisers,radiant,8,LOSE,26:36,Huskar,Monkey King,Batrider,Winter Wyvern,Mirana
4861,289,2,ESL One Los Angeles 2020 - Online: Europe & CIS,B8,dire,25,WIN,26:36,Queen of Pain,Phoenix,Legion Commander,Dragon Knight,Chen
4862,289,3,ESL One Los Angeles 2020 - Online: Europe & CIS,HellRaisers,dire,5,LOSE,20:15,Puck,Anti-Mage,Lich,Grimstroke,Mars
4863,289,3,ESL One Los Angeles 2020 - Online: Europe & CIS,B8,radiant,20,WIN,20:15,Lycan,Pugna,Clockwerk,Ember Spirit,Keeper of the Light
4864,290,1,ESL One Los Angeles 2020 - Online: Europe & CIS,Gambit Esports,dire,34,LOSE,49:07,Storm Spirit,Spectre,Enchantress,Axe,Grimstroke
4865,290,1,ESL One Los Angeles 2020 - Online: Europe & CIS,Cyber Legacy,radiant,27,WIN,49:07,Wraith King,Batrider,Ogre Magi,Ember Spirit,Phoenix
4866,290,2,ESL One Los Angeles 2020 - Online: Europe & CIS,Gambit Esports,radiant,24,WIN,30:55,Nyx Assassin,Phantom Lancer,Timbersaw,Grimstroke,Ember Spirit
4867,290,2,ESL One Los Angeles 2020 - Online: Europe & CIS,Cyber Legacy,dire,14,LOSE,30:55,Necrophos,Batrider,Dragon Knight,Weaver,Keeper of the Light
4868,290,3,ESL One Los Angeles 2020 - Online: Europe & CIS,Gambit Esports,radiant,6,LOSE,31:55,Earthshaker,Phantom Lancer,Batrider,Grimstroke,Ember Spirit
4869,290,3,ESL One Los Angeles 2020 - Online: Europe & CIS,Cyber Legacy,dire,16,WIN,31:55,Necrophos,Shadow Demon,Dragon Knight,Weaver,Keeper of the Light
4870,291,1,ESL One Los Angeles 2020 - Online: Europe & CIS,Gambit Esports,dire,33,WIN,48:55,Enchantress,Phantom Lancer,Axe,Phoenix,Ember Spirit
4871,291,1,ESL One Los Angeles 2020 - Online: Europe & CIS,B8,radiant,19,LOSE,48:55,Queen of Pain,Wraith King,Dark Willow,Keeper of the Light,Legion Commander
4872,291,2,ESL One Los Angeles 2020 - Online: Europe & CIS,Gambit Esports,radiant,29,WIN,27:07,Spectre,Storm Spirit,Void Spirit,Disruptor,Tusk
4873,291,2,ESL One Los Angeles 2020 - Online: Europe & CIS,B8,dire,11,LOSE,27:07,Queen of Pain,Phantom Lancer,Lich,Mars,Shadow Demon
4874,292,1,ESL One Los Angeles 2020 - Online: Europe & CIS,Cyber Legacy,radiant,8,LOSE,18:52,Batrider,Slark,Dazzle,Grimstroke,Mars
4875,292,1,ESL One Los Angeles 2020 - Online: Europe & CIS,B8,dire,23,WIN,18:52,Morphling,Axe,Mirana,Snapfire,Dragon Knight
4876,292,2,ESL One Los Angeles 2020 - Online: Europe & CIS,Cyber Legacy,dire,38,WIN,31:30,Wraith King,Ember Spirit,Mirana,Snapfire,Mars
4877,292,2,ESL One Los Angeles 2020 - Online: Europe & CIS,B8,radiant,11,LOSE,31:30,Morphling,Legion Commander,Ogre Magi,Dragon Knight,Phoenix
4878,292,3,ESL One Los Angeles 2020 - Online: Europe & CIS,Cyber Legacy,radiant,18,WIN,27:45,Lich,Wraith King,Grimstroke,Dazzle,Centaur Warrunner
4879,292,3,ESL One Los Angeles 2020 - Online: Europe & CIS,B8,dire,9,LOSE,27:45,Pugna,Faceless Void,Snapfire,Mars,Rubick
4880,293,1,ESL One Los Angeles 2020 - Online: Europe & CIS,Team Secret,dire,34,WIN,47:29,Lina,Lycan,Nature's Prophet,Clockwerk,Grimstroke
4881,293,1,ESL One Los Angeles 2020 - Online: Europe & CIS,Team Spirit,radiant,21,LOSE,47:29,Dragon Knight,Faceless Void,Death Prophet,Ogre Magi,Phoenix
4882,293,2,ESL One Los Angeles 2020 - Online: Europe & CIS,Team Secret,radiant,19,LOSE,46:32,Morphling,Ember Spirit,Void Spirit,Earth Spirit,Oracle
4883,293,2,ESL One Los Angeles 2020 - Online: Europe & CIS,Team Spirit,dire,27,WIN,46:32,Lifestealer,Meepo,Ogre Magi,Pangolier,Grimstroke
4884,293,3,ESL One Los Angeles 2020 - Online: Europe & CIS,Team Secret,radiant,21,WIN,23:10,Broodmother,Monkey King,Tiny,Pangolier,Oracle
4885,293,3,ESL One Los Angeles 2020 - Online: Europe & CIS,Team Spirit,dire,4,LOSE,23:10,Slark,Storm Spirit,Ogre Magi,Beastmaster,Grimstroke
4886,294,1,ESL One Los Angeles 2020 - Online: Europe & CIS,Team Liquid,radiant,36,WIN,51:02,Gyrocopter,Ember Spirit,Crystal Maiden,Death Prophet,Tusk
4887,294,1,ESL One Los Angeles 2020 - Online: Europe & CIS,Team Spirit,dire,23,LOSE,51:02,Lifestealer,Nature's Prophet,Grimstroke,Dazzle,Nyx Assassin
4888,294,2,ESL One Los Angeles 2020 - Online: Europe & CIS,Team Liquid,radiant,11,LOSE,30:36,Arc Warden,Storm Spirit,Crystal Maiden,Mirana,Bristleback
4889,294,2,ESL One Los Angeles 2020 - Online: Europe & CIS,Team Spirit,dire,42,WIN,30:36,Void Spirit,Faceless Void,Ogre Magi,Mars,Phoenix
4890,294,3,ESL One Los Angeles 2020 - Online: Europe & CIS,Team Liquid,radiant,10,LOSE,39:38,Kunkka,Gyrocopter,Shadow Demon,Dark Willow,Mars
4891,294,3,ESL One Los Angeles 2020 - Online: Europe & CIS,Team Spirit,dire,25,WIN,39:38,Grimstroke,Wraith King,Legion Commander,Earth Spirit,Ancient Apparition
4892,295,1,ESL One Los Angeles 2020 - Online: Europe & CIS,Ninjas in Pyjamas,radiant,17,LOSE,36:20,Kunkka,Monkey King,Phoenix,Centaur Warrunner,Shadow Demon
4893,295,1,ESL One Los Angeles 2020 - Online: Europe & CIS,Team Spirit,dire,20,WIN,36:20,Lina,Faceless Void,Legion Commander,Tusk,Grimstroke
4894,295,2,ESL One Los Angeles 2020 - Online: Europe & CIS,Ninjas in Pyjamas,dire,13,LOSE,26:48,Batrider,Necrophos,Crystal Maiden,Wraith King,Pangolier
4895,295,2,ESL One Los Angeles 2020 - Online: Europe & CIS,Team Spirit,radiant,24,WIN,26:48,Anti-Mage,Bristleback,Rubick,Witch Doctor,Centaur Warrunner
4896,296,1,ESL One Los Angeles 2020 - Online: Europe & CIS,Natus Vincere,radiant,16,LOSE,28:50,Tidehunter,Monkey King,Death Prophet,Tusk,Nature's Prophet
4897,296,1,ESL One Los Angeles 2020 - Online: Europe & CIS,Team Spirit,dire,29,WIN,28:50,Lina,Lycan,Timbersaw,Pangolier,Grimstroke
4898,296,2,ESL One Los Angeles 2020 - Online: Europe & CIS,Natus Vincere,dire,17,LOSE,34:49,Medusa,Axe,Void Spirit,Pugna,Phoenix
4899,296,2,ESL One Los Angeles 2020 - Online: Europe & CIS,Team Spirit,radiant,23,WIN,34:49,Monkey King,Juggernaut,Weaver,Clockwerk,Grimstroke
4900,297,1,ESL One Los Angeles 2020 - Online: Europe & CIS,Team Unique,radiant,16,WIN,19:12,Wraith King,Bristleback,Grimstroke,Death Prophet,Chen
4901,297,1,ESL One Los Angeles 2020 - Online: Europe & CIS,Team Spirit,dire,4,LOSE,19:12,Medusa,Centaur Warrunner,Shadow Demon,Snapfire,Ember Spirit
4902,297,2,ESL One Los Angeles 2020 - Online: Europe & CIS,Team Unique,dire,15,LOSE,33:20,Shadow Fiend,Riki,Grimstroke,Centaur Warrunner,Witch Doctor
4903,297,2,ESL One Los Angeles 2020 - Online: Europe & CIS,Team Spirit,radiant,32,WIN,33:20,Kunkka,Slark,Tusk,Oracle,Mars
4904,297,3,ESL One Los Angeles 2020 - Online: Europe & CIS,Team Unique,radiant,34,LOSE,48:26,Magnus,Doom,Winter Wyvern,Tusk,Death Prophet
4905,297,3,ESL One Los Angeles 2020 - Online: Europe & CIS,Team Spirit,dire,33,WIN,48:26,Phantom Lancer,Nature's Prophet,Nyx Assassin,Timbersaw,Chen
4906,298,1,ESL One Los Angeles 2020 - Online: Europe & CIS,Alliance,dire,34,LOSE,42:00,Queen of Pain,Necrophos,Earthshaker,Ember Spirit,Nature's Prophet
4907,298,1,ESL One Los Angeles 2020 - Online: Europe & CIS,Team Spirit,radiant,25,WIN,42:00,Anti-Mage,Bristleback,Dazzle,Witch Doctor,Pangolier
4908,298,2,ESL One Los Angeles 2020 - Online: Europe & CIS,Alliance,radiant,28,WIN,30:09,Shadow Fiend,Riki,Bane,Mars,Phoenix
4909,298,2,ESL One Los Angeles 2020 - Online: Europe & CIS,Team Spirit,dire,9,LOSE,30:09,Kunkka,Slark,Earth Spirit,Pangolier,Snapfire
4910,298,3,ESL One Los Angeles 2020 - Online: Europe & CIS,Alliance,radiant,37,LOSE,50:53,Dragon Knight,Morphling,Witch Doctor,Doom,Winter Wyvern
4911,298,3,ESL One Los Angeles 2020 - Online: Europe & CIS,Team Spirit,dire,46,WIN,50:53,Venomancer,Phantom Lancer,Ember Spirit,Tusk,Chen
4912,299,1,ESL One Los Angeles 2020 - Online: Europe & CIS,Team Spirit,radiant,7,LOSE,36:40,Grimstroke,Slark,Earth Spirit,Underlord,Keeper of the Light
4913,299,1,ESL One Los Angeles 2020 - Online: Europe & CIS,Chicken Fighters,dire,26,WIN,36:40,Leshrac,Pangolier,Winter Wyvern,Shadow Demon,Terrorblade
4914,299,2,ESL One Los Angeles 2020 - Online: Europe & CIS,Team Spirit,dire,25,WIN,33:09,Nature's Prophet,Keeper of the Light,Timbersaw,Nyx Assassin,Lifestealer
4915,299,2,ESL One Los Angeles 2020 - Online: Europe & CIS,Chicken Fighters,radiant,6,LOSE,33:09,Venomancer,Shadow Shaman,Ursa,Chen,Death Prophet
4916,299,3,ESL One Los Angeles 2020 - Online: Europe & CIS,Team Spirit,radiant,6,LOSE,28:27,Ember Spirit,Medusa,Ogre Magi,Beastmaster,Phoenix
4917,299,3,ESL One Los Angeles 2020 - Online: Europe & CIS,Chicken Fighters,dire,16,WIN,28:27,Arc Warden,Pangolier,Winter Wyvern,Troll Warlord,Oracle
4918,300,1,ESL One Los Angeles 2020 - Online: Europe & CIS,Team Secret,radiant,26,WIN,32:06,Bristleback,Morphling,Earth Spirit,Pangolier,Keeper of the Light
4919,300,1,ESL One Los Angeles 2020 - Online: Europe & CIS,Team Liquid,dire,14,LOSE,32:06,Slark,Centaur Warrunner,Grimstroke,Death Prophet,Rubick
4920,300,2,ESL One Los Angeles 2020 - Online: Europe & CIS,Team Secret,radiant,33,WIN,34:37,Medusa,Monkey King,Tusk,Pangolier,Keeper of the Light
4921,300,2,ESL One Los Angeles 2020 - Online: Europe & CIS,Team Liquid,dire,10,LOSE,34:37,Anti-Mage,Centaur Warrunner,Grimstroke,Death Prophet,Rubick
4922,301,1,ESL One Los Angeles 2020 - Online: Europe & CIS,Team Secret,radiant,27,WIN,23:52,Pangolier,Wraith King,Nature's Prophet,Tusk,Keeper of the Light
4923,301,1,ESL One Los Angeles 2020 - Online: Europe & CIS,Ninjas in Pyjamas,dire,9,LOSE,23:52,Timbersaw,Gyrocopter,Earth Spirit,Grimstroke,Centaur Warrunner
4924,301,2,ESL One Los Angeles 2020 - Online: Europe & CIS,Team Secret,radiant,32,WIN,22:25,Alchemist,Pangolier,Rubick,Tusk,Nature's Prophet
4925,301,2,ESL One Los Angeles 2020 - Online: Europe & CIS,Ninjas in Pyjamas,dire,18,LOSE,22:25,Spirit Breaker,Dark Seer,Naga Siren,Jakiro,Void Spirit
4926,302,1,ESL One Los Angeles 2020 - Online: Europe & CIS,Team Secret,dire,14,WIN,33:22,Invoker,Beastmaster,Wraith King,Chen,Tusk
4927,302,1,ESL One Los Angeles 2020 - Online: Europe & CIS,Natus Vincere,radiant,13,LOSE,33:22,Broodmother,Riki,Grimstroke,Shadow Demon,Centaur Warrunner
4928,302,2,ESL One Los Angeles 2020 - Online: Europe & CIS,Team Secret,radiant,21,WIN,52:03,Medusa,Monkey King,Grimstroke,Earthshaker,Timbersaw
4929,302,2,ESL One Los Angeles 2020 - Online: Europe & CIS,Natus Vincere,dire,18,LOSE,52:03,Snapfire,Mars,Rubick,Death Prophet,Nature's Prophet
4930,303,1,ESL One Los Angeles 2020 - Online: Europe & CIS,Team Secret,dire,54,WIN,34:05,Phantom Assassin,Monkey King,Pugna,Spirit Breaker,Snapfire
4931,303,1,ESL One Los Angeles 2020 - Online: Europe & CIS,Team Unique,radiant,19,LOSE,34:05,Invoker,Riki,Witch Doctor,Timbersaw,Phoenix
4932,303,2,ESL One Los Angeles 2020 - Online: Europe & CIS,Team Secret,dire,39,WIN,46:43,Tidehunter,Shadow Fiend,Slardar,Templar Assassin,Vengeful Spirit
4933,303,2,ESL One Los Angeles 2020 - Online: Europe & CIS,Team Unique,radiant,32,LOSE,46:43,Pugna,Terrorblade,Tiny,Ember Spirit,Keeper of the Light
4934,304,1,ESL One Los Angeles 2020 - Online: Europe & CIS,Team Secret,radiant,29,WIN,25:00,Void Spirit,Kunkka,Oracle,Monkey King,Nature's Prophet
4935,304,1,ESL One Los Angeles 2020 - Online: Europe & CIS,Alliance,dire,7,LOSE,25:00,Wraith King,Pugna,Lich,Rubick,Centaur Warrunner
4936,304,2,ESL One Los Angeles 2020 - Online: Europe & CIS,Team Secret,radiant,22,WIN,21:29,Monkey King,Bristleback,Necrophos,Tusk,Chen
4937,304,2,ESL One Los Angeles 2020 - Online: Europe & CIS,Alliance,dire,6,LOSE,21:29,Doom,Templar Assassin,Enigma,Ember Spirit,Nature's Prophet
4938,305,1,ESL One Los Angeles 2020 - Online: Europe & CIS,Team Secret,radiant,16,LOSE,43:19,Ursa,Razor,Tidehunter,Earthshaker,Nature's Prophet
4939,305,1,ESL One Los Angeles 2020 - Online: Europe & CIS,Chicken Fighters,dire,34,WIN,43:19,Lina,Doom,Rubick,Oracle,Troll Warlord
4940,305,2,ESL One Los Angeles 2020 - Online: Europe & CIS,Team Secret,radiant,25,WIN,37:35,Phoenix,Spectre,Earth Spirit,Bristleback,Keeper of the Light
4941,305,2,ESL One Los Angeles 2020 - Online: Europe & CIS,Chicken Fighters,dire,23,LOSE,37:35,Morphling,Axe,Pugna,Grimstroke,Ember Spirit
4942,305,3,ESL One Los Angeles 2020 - Online: Europe & CIS,Team Secret,radiant,25,WIN,25:11,Alchemist,Juggernaut,Weaver,Clockwerk,Grimstroke
4943,305,3,ESL One Los Angeles 2020 - Online: Europe & CIS,Chicken Fighters,dire,7,LOSE,25:11,Naga Siren,Queen of Pain,Mars,Phoenix,Nature's Prophet
4944,306,1,ESL One Los Angeles 2020 - Online: Europe & CIS,Team Liquid,radiant,29,WIN,30:02,Lone Druid,Monkey King,Grimstroke,Mars,Weaver
4945,306,1,ESL One Los Angeles 2020 - Online: Europe & CIS,Ninjas in Pyjamas,dire,8,LOSE,30:02,Troll Warlord,Vengeful Spirit,Rubick,Dragon Knight,Chen
4946,306,2,ESL One Los Angeles 2020 - Online: Europe & CIS,Team Liquid,dire,38,WIN,38:09,Dragon Knight,Juggernaut,Brewmaster,Grimstroke,Weaver
4947,306,2,ESL One Los Angeles 2020 - Online: Europe & CIS,Ninjas in Pyjamas,radiant,11,LOSE,38:09,Templar Assassin,Bloodseeker,Crystal Maiden,Rubick,Mars
4948,307,1,ESL One Los Angeles 2020 - Online: Europe & CIS,Team Liquid,dire,28,WIN,43:29,Lone Druid,Disruptor,Void Spirit,Juggernaut,Tusk
4949,307,1,ESL One Los Angeles 2020 - Online: Europe & CIS,Natus Vincere,radiant,22,LOSE,43:29,Templar Assassin,Monkey King,Oracle,Mars,Phoenix
4950,307,2,ESL One Los Angeles 2020 - Online: Europe & CIS,Team Liquid,radiant,31,WIN,34:10,Alchemist,Batrider,Earth Spirit,Dragon Knight,Grimstroke
4951,307,2,ESL One Los Angeles 2020 - Online: Europe & CIS,Natus Vincere,dire,14,LOSE,34:10,Pangolier,Slark,Bounty Hunter,Void Spirit,Pugna
4952,308,1,ESL One Los Angeles 2020 - Online: Europe & CIS,Team Liquid,radiant,26,WIN,27:33,Tidehunter,Juggernaut,Crystal Maiden,Mirana,Ember Spirit
4953,308,1,ESL One Los Angeles 2020 - Online: Europe & CIS,Team Unique,dire,8,LOSE,27:33,Morphling,Nature's Prophet,Treant Protector,Mars,Phoenix
4954,308,2,ESL One Los Angeles 2020 - Online: Europe & CIS,Team Liquid,radiant,18,LOSE,34:29,Slark,Void Spirit,Chen,Timbersaw,Earthshaker
4955,308,2,ESL One Los Angeles 2020 - Online: Europe & CIS,Team Unique,dire,27,WIN,34:29,Lifestealer,Razor,Pangolier,Batrider,Tusk
4956,308,3,ESL One Los Angeles 2020 - Online: Europe & CIS,Team Liquid,radiant,27,LOSE,39:18,Faceless Void,Centaur Warrunner,Phoenix,Storm Spirit,Crystal Maiden
4957,308,3,ESL One Los Angeles 2020 - Online: Europe & CIS,Team Unique,dire,36,WIN,39:18,Dark Willow,Gyrocopter,Invoker,Mars,Tusk
4958,309,1,ESL One Los Angeles 2020 - Online: Europe & CIS,Team Liquid,dire,25,WIN,26:16,Lone Druid,Storm Spirit,Crystal Maiden,Bristleback,Phoenix
4959,309,1,ESL One Los Angeles 2020 - Online: Europe & CIS,Alliance,radiant,9,LOSE,26:16,Ursa,Bounty Hunter,Void Spirit,Chen,Mars
4960,309,2,ESL One Los Angeles 2020 - Online: Europe & CIS,Team Liquid,dire,2,LOSE,18:07,Lifestealer,Skywrath Mage,Legion Commander,Storm Spirit,Crystal Maiden
4961,309,2,ESL One Los Angeles 2020 - Online: Europe & CIS,Alliance,radiant,19,WIN,18:07,Nature's Prophet,Templar Assassin,Earthshaker,Ember Spirit,Keeper of the Light
4962,309,3,ESL One Los Angeles 2020 - Online: Europe & CIS,Team Liquid,dire,9,LOSE,28:34,Slardar,Razor,Pangolier,Ancient Apparition,Enigma
4963,309,3,ESL One Los Angeles 2020 - Online: Europe & CIS,Alliance,radiant,21,WIN,28:34,Wraith King,Rubick,Mars,Winter Wyvern,Death Prophet
4964,310,1,ESL One Los Angeles 2020 - Online: Europe & CIS,Team Liquid,dire,37,WIN,56:02,Weaver,Timbersaw,Dark Willow,Ember Spirit,Phoenix
4965,310,1,ESL One Los Angeles 2020 - Online: Europe & CIS,Chicken Fighters,radiant,26,LOSE,56:02,Outworld Devourer,Mars,Winter Wyvern,Death Prophet,Shadow Demon
4966,310,2,ESL One Los Angeles 2020 - Online: Europe & CIS,Team Liquid,dire,22,LOSE,37:31,Gyrocopter,Timbersaw,Earth Spirit,Ember Spirit,Oracle
4967,310,2,ESL One Los Angeles 2020 - Online: Europe & CIS,Chicken Fighters,radiant,26,WIN,37:31,Razor,Dragon Knight,Lion,Clockwerk,Weaver
4968,310,3,ESL One Los Angeles 2020 - Online: Europe & CIS,Team Liquid,radiant,18,LOSE,34:34,Axe,Monkey King,Chen,Razor,Ember Spirit
