,MATCH_ID,MAP,TOURNAMENT,TEAM,SIDE,SCORE,RESULT,DURATION,HERO_1,HERO_2,HERO_3,HERO_4,HERO_5
9831,1364,2,DOTA Summit 13: Southeast Asia,Among Us,dire,26,LOSE,49:45,Invoker,Void Spirit,Batrider,Spectre,Io
9832,1364,3,DOTA Summit 13: Southeast Asia,Motivate.Trust Gaming,dire,35,WIN,35:48,Arc Warden,Kunkka,Elder Titan,Timbersaw,Mirana
9833,1364,3,DOTA Summit 13: Southeast Asia,Among Us,radiant,20,LOSE,35:48,Lina,Morphling,Io,Magnus,Tiny
9834,1365,1,DOTA Summit 13: Southeast Asia,BOOM Esports,dire,27,WIN,20:43,Storm Spirit,Spectre,Undying,Tidehunter,Mirana
9835,1365,1,DOTA Summit 13: Southeast Asia,Cignal Ultra,radiant,2,LOSE,20:43,Queen of Pain,Morphling,Mars,Ogre Magi,Snapfire
9836,1365,2,DOTA Summit 13: Southeast Asia,BOOM Esports,dire,38,WIN,33:55,Queen of Pain,Grimstroke,Void Spirit,Spectre,Elder Titan
9837,1365,2,DOTA Summit 13: Southeast Asia,Cignal Ultra,radiant,17,LOSE,33:55,Ogre Magi,Phantom Assassin,Doom,Clockwerk,Mirana
9838,1366,1,DOTA Summit 13: Southeast Asia,Neon Esports,radiant,44,WIN,32:11,Rubick,Sand King,Undying,Slardar,Io
9839,1366,1,DOTA Summit 13: Southeast Asia,Spawn.496,dire,15,LOSE,32:11,Lina,Troll Warlord,Shadow Shaman,Mars,Tiny
9840,1366,2,DOTA Summit 13: Southeast Asia,Neon Esports,radiant,34,WIN,27:24,Magnus,Batrider,Slardar,Faceless Void,Leshrac
9841,1366,2,DOTA Summit 13: Southeast Asia,Spawn.496,dire,11,LOSE,27:24,Spectre,Doom,Mirana,Snapfire,Queen of Pain
9842,1367,1,DOTA Summit 13: Southeast Asia,Team Adroit,dire,11,LOSE,38:22,Invoker,Phantom Lancer,Dark Seer,Snapfire,Magnus
9843,1367,1,DOTA Summit 13: Southeast Asia,BOOM Esports,radiant,27,WIN,38:22,Storm Spirit,Bloodseeker,Clockwerk,Drow Ranger,Vengeful Spirit
9844,1367,2,DOTA Summit 13: Southeast Asia,Team Adroit,radiant,8,LOSE,27:36,Ember Spirit,Mars,Omniknight,Troll Warlord,Magnus
9845,1367,2,DOTA Summit 13: Southeast Asia,BOOM Esports,dire,30,WIN,27:36,Outworld Devourer,Pangolier,Shadow Demon,Drow Ranger,Batrider
9846,1368,1,DOTA Summit 13: Southeast Asia,TNC Predator,dire,35,WIN,50:12,Lina,Void Spirit,Lich,Phantom Assassin,Grimstroke
9847,1368,1,DOTA Summit 13: Southeast Asia,Neon Esports,radiant,24,LOSE,50:12,Sand King,Lifestealer,Viper,Snapfire,Magnus
9848,1368,2,DOTA Summit 13: Southeast Asia,TNC Predator,dire,28,WIN,27:51,Ember Spirit,Tidehunter,Treant Protector,Faceless Void,Grimstroke
9849,1368,2,DOTA Summit 13: Southeast Asia,Neon Esports,radiant,4,LOSE,27:51,Undying,Rubick,Beastmaster,Phantom Assassin,Magnus
9850,1369,1,DOTA Summit 13: Southeast Asia,BOOM Esports,radiant,32,WIN,38:03,Dragon Knight,Spectre,Oracle,Timbersaw,Mirana
9851,1369,1,DOTA Summit 13: Southeast Asia,TNC Predator,dire,11,LOSE,38:03,Viper,Mars,Lich,Faceless Void,Snapfire
9852,1369,2,DOTA Summit 13: Southeast Asia,BOOM Esports,dire,22,WIN,40:10,Dragon Knight,Terrorblade,Skywrath Mage,Tidehunter,Elder Titan
9853,1369,2,DOTA Summit 13: Southeast Asia,TNC Predator,radiant,25,LOSE,40:10,Leshrac,Templar Assassin,Vengeful Spirit,Snapfire,Mirana
9854,1370,1,DOTA Summit 13: Southeast Asia,Among Us,radiant,23,WIN,37:59,Legion Commander,Troll Warlord,Void Spirit,Bounty Hunter,Lina
9855,1370,1,DOTA Summit 13: Southeast Asia,BOOM Esports,dire,23,LOSE,37:59,Spectre,Ember Spirit,Clockwerk,Slardar,Mirana
9856,1370,2,DOTA Summit 13: Southeast Asia,Among Us,dire,33,WIN,38:33,Batrider,Mars,Oracle,Spectre,Phoenix
9857,1370,2,DOTA Summit 13: Southeast Asia,BOOM Esports,radiant,14,LOSE,38:33,Dragon Knight,Anti-Mage,Tidehunter,Grimstroke,Mirana
9858,1371,1,DOTA Summit 13: Southeast Asia,Motivate.Trust Gaming,dire,50,WIN,51:42,Riki,Ember Spirit,Elder Titan,Slardar,Mirana
9859,1371,1,DOTA Summit 13: Southeast Asia,Among Us,radiant,23,LOSE,51:42,Mars,Morphling,Storm Spirit,Bounty Hunter,Tiny
9860,1371,2,DOTA Summit 13: Southeast Asia,Motivate.Trust Gaming,radiant,42,WIN,41:21,Underlord,Lifestealer,Leshrac,Clockwerk,Void Spirit
9861,1371,2,DOTA Summit 13: Southeast Asia,Among Us,dire,24,LOSE,41:21,Weaver,Kunkka,Earth Spirit,Phantom Assassin,Silencer
9862,1371,3,DOTA Summit 13: Southeast Asia,Motivate.Trust Gaming,dire,50,WIN,30:54,Batrider,Skywrath Mage,Faceless Void,Void Spirit,Elder Titan
9863,1371,3,DOTA Summit 13: Southeast Asia,Among Us,radiant,14,LOSE,30:54,Medusa,Ember Spirit,Doom,Slardar,Rubick
9864,1372,1,China Dota2 Pro Cup Season 2,Sparking Arrow Gaming,radiant,22,WIN,32:04,Mars,Medusa,Invoker,Vengeful Spirit,Io
9865,1372,1,China Dota2 Pro Cup Season 2,Team Aster,dire,9,LOSE,32:04,Alchemist,Shadow Shaman,Elder Titan,Leshrac,Slardar
9866,1372,2,China Dota2 Pro Cup Season 2,Sparking Arrow Gaming,dire,22,LOSE,60:08,Bloodseeker,Medusa,Invoker,Vengeful Spirit,Io
9867,1372,2,China Dota2 Pro Cup Season 2,Team Aster,radiant,49,WIN,60:08,Monkey King,Templar Assassin,Clockwerk,Beastmaster,Phoenix
9868,1372,3,China Dota2 Pro Cup Season 2,Sparking Arrow Gaming,radiant,18,LOSE,37:19,Mirana,Lifestealer,Elder Titan,Beastmaster,Skywrath Mage
9869,1372,3,China Dota2 Pro Cup Season 2,Team Aster,dire,27,WIN,37:19,Razor,Morphling,Mars,Shadow Shaman,Undying
9870,1373,1,China Dota2 Pro Cup Season 2,Sparking Arrow Gaming,radiant,25,WIN,36:36,Rubick,Slardar,Oracle,Leshrac,Faceless Void
9871,1373,1,China Dota2 Pro Cup Season 2,Invictus Gaming,dire,10,LOSE,36:36,Kunkka,Lina,Terrorblade,Ogre Magi,Axe
9872,1373,2,China Dota2 Pro Cup Season 2,Sparking Arrow Gaming,dire,5,LOSE,22:18,Phantom Assassin,Leshrac,Omniknight,Rubick,Phoenix
9873,1373,2,China Dota2 Pro Cup Season 2,Invictus Gaming,radiant,31,WIN,22:18,Outworld Devourer,Axe,Skywrath Mage,Lifestealer,Snapfire
9874,1373,3,China Dota2 Pro Cup Season 2,Sparking Arrow Gaming,dire,27,WIN,55:45,Beastmaster,Disruptor,Doom,Lifestealer,Phoenix
9875,1373,3,China Dota2 Pro Cup Season 2,Invictus Gaming,radiant,26,LOSE,55:45,Invoker,Wraith King,Skywrath Mage,Mars,Ogre Magi
9876,1374,1,China Dota2 Pro Cup Season 2,Sparking Arrow Gaming,radiant,6,LOSE,25:08,Phantom Assassin,Legion Commander,Rubick,Leshrac,Phoenix
9877,1374,1,China Dota2 Pro Cup Season 2,Royal Never Give Up,dire,28,WIN,25:08,Witch Doctor,Sven,Queen of Pain,Mirana,Mars
9878,1374,2,China Dota2 Pro Cup Season 2,Sparking Arrow Gaming,radiant,18,WIN,24:55,Death Prophet,Ogre Magi,Drow Ranger,Io,Slardar
9879,1374,2,China Dota2 Pro Cup Season 2,Royal Never Give Up,dire,6,LOSE,24:55,Snapfire,Morphling,Bloodseeker,Rubick,Phoenix
9880,1374,3,China Dota2 Pro Cup Season 2,Sparking Arrow Gaming,radiant,19,WIN,29:30,Necrophos,Tidehunter,Ogre Magi,Drow Ranger,Io
9881,1374,3,China Dota2 Pro Cup Season 2,Royal Never Give Up,dire,8,LOSE,29:30,Void Spirit,Witch Doctor,Earthshaker,Phantom Assassin,Slardar
9882,1375,1,China Dota2 Pro Cup Season 2,Sparking Arrow Gaming,dire,6,LOSE,25:39,Ember Spirit,Timbersaw,Sven,Lina,Rubick
9883,1375,1,China Dota2 Pro Cup Season 2,Vici Gaming,radiant,26,WIN,25:39,Snapfire,Phantom Assassin,Elder Titan,Windranger,Bloodseeker
9884,1375,2,China Dota2 Pro Cup Season 2,Sparking Arrow Gaming,dire,17,LOSE,24:26,Zeus,Juggernaut,Tusk,Doom,Disruptor
9885,1375,2,China Dota2 Pro Cup Season 2,Vici Gaming,radiant,31,WIN,24:26,Magnus,Drow Ranger,Vengeful Spirit,Skywrath Mage,Mars
9886,1376,1,China Dota2 Pro Cup Season 2,Sparking Arrow Gaming,radiant,13,LOSE,33:12,Morphling,Io,Void Spirit,Beastmaster,Lina
9887,1376,1,China Dota2 Pro Cup Season 2,EHOME,dire,31,WIN,33:12,Brewmaster,Sven,Enchantress,Doom,Phoenix
9888,1376,2,China Dota2 Pro Cup Season 2,Sparking Arrow Gaming,dire,17,LOSE,27:19,Lina,Brewmaster,Crystal Maiden,Faceless Void,Phoenix
9889,1376,2,China Dota2 Pro Cup Season 2,EHOME,radiant,31,WIN,27:19,Lifestealer,Leshrac,Chen,Beastmaster,Rubick
9890,1377,1,China Dota2 Pro Cup Season 2,Sparking Arrow Gaming,dire,29,WIN,41:09,Windranger,Morphling,Treant Protector,Mars,Phoenix
9891,1377,1,China Dota2 Pro Cup Season 2,PSG.LGD,radiant,18,LOSE,41:09,Underlord,Leshrac,Chen,Lifestealer,Tiny
9892,1377,2,China Dota2 Pro Cup Season 2,Sparking Arrow Gaming,radiant,14,LOSE,26:40,Spirit Breaker,Viper,Skywrath Mage,Drow Ranger,Mars
9893,1377,2,China Dota2 Pro Cup Season 2,PSG.LGD,dire,32,WIN,26:40,Bloodseeker,Sven,Earth Spirit,Zeus,Undying
9894,1377,3,China Dota2 Pro Cup Season 2,Sparking Arrow Gaming,radiant,31,WIN,41:53,Sand King,Night Stalker,Rubick,Drow Ranger,Undying
9895,1377,3,China Dota2 Pro Cup Season 2,PSG.LGD,dire,8,LOSE,41:53,Pugna,Naga Siren,Enchantress,Shadow Shaman,Mars
9896,1378,1,China Dota2 Pro Cup Season 2,Sparking Arrow Gaming,dire,15,LOSE,28:08,Invoker,Medusa,Vengeful Spirit,Rubick,Mars
9897,1378,1,China Dota2 Pro Cup Season 2,Elephant,radiant,33,WIN,28:08,Death Prophet,Clockwerk,Drow Ranger,Slardar,Lina
9898,1378,2,China Dota2 Pro Cup Season 2,Sparking Arrow Gaming,radiant,27,LOSE,38:34,Magnus,Phantom Assassin,Skywrath Mage,Slardar,Elder Titan
9899,1378,2,China Dota2 Pro Cup Season 2,Elephant,dire,45,WIN,38:34,Axe,Spectre,Enchantress,Doom,Rubick
9900,1379,1,China Dota2 Pro Cup Season 2,Team Aster,dire,27,WIN,38:54,Timbersaw,Viper,Earth Spirit,Drow Ranger,Ogre Magi
9901,1379,1,China Dota2 Pro Cup Season 2,Invictus Gaming,radiant,13,LOSE,38:54,Lifestealer,Morphling,Underlord,Elder Titan,Rubick
9902,1379,2,China Dota2 Pro Cup Season 2,Team Aster,dire,29,WIN,28:09,Pugna,Monkey King,Earth Spirit,Leshrac,Abaddon
9903,1379,2,China Dota2 Pro Cup Season 2,Invictus Gaming,radiant,9,LOSE,28:09,Queen of Pain,Terrorblade,Legion Commander,Undying,Rubick
9904,1380,1,China Dota2 Pro Cup Season 2,Team Aster,radiant,16,LOSE,41:52,Sniper,Snapfire,Morphling,Abaddon,Mars
9905,1380,1,China Dota2 Pro Cup Season 2,Royal Never Give Up,dire,28,WIN,41:52,Earthshaker,Outworld Devourer,Spectre,Void Spirit,Phoenix
9906,1380,2,China Dota2 Pro Cup Season 2,Team Aster,radiant,18,LOSE,30:57,Tiny,Storm Spirit,Shadow Shaman,Anti-Mage,Undying
9907,1380,2,China Dota2 Pro Cup Season 2,Royal Never Give Up,dire,24,WIN,30:57,Tusk,Phantom Assassin,Nature's Prophet,Void Spirit,Phoenix
9908,1381,1,China Dota2 Pro Cup Season 2,Team Aster,dire,22,WIN,34:38,Legion Commander,Spectre,Phoenix,Leshrac,Abaddon
9909,1381,1,China Dota2 Pro Cup Season 2,Vici Gaming,radiant,12,LOSE,34:38,Juggernaut,Death Prophet,Snapfire,Rubick,Mars
9910,1381,2,China Dota2 Pro Cup Season 2,Team Aster,radiant,,WIN,39:39,Sven,Undying,Rubick,Leshrac,Mars
9911,1381,2,China Dota2 Pro Cup Season 2,Vici Gaming,dire,,LOSE,39:39,Elder Titan,Zeus,Spectre,Axe,Phoenix
9912,1382,1,China Dota2 Pro Cup Season 2,Team Aster,radiant,23,WIN,30:31,Phantom Assassin,Elder Titan,Bloodseeker,Leshrac,Io
9913,1382,1,China Dota2 Pro Cup Season 2,EHOME,dire,7,LOSE,30:31,Templar Assassin,Shadow Demon,Slardar,Drow Ranger,Undying
9914,1382,2,China Dota2 Pro Cup Season 2,Team Aster,dire,25,WIN,31:17,Tiny,Storm Spirit,Omniknight,Troll Warlord,Io
9915,1382,2,China Dota2 Pro Cup Season 2,EHOME,radiant,15,LOSE,31:17,Morphling,Razor,Winter Wyvern,Slardar,Lina
9916,1383,1,China Dota2 Pro Cup Season 2,Team Aster,dire,37,WIN,35:13,Drow Ranger,Mars,Storm Spirit,Omniknight,Phoenix
9917,1383,1,China Dota2 Pro Cup Season 2,PSG.LGD,radiant,11,LOSE,35:13,Puck,Riki,Grimstroke,Magnus,Io
9918,1383,2,China Dota2 Pro Cup Season 2,Team Aster,dire,27,WIN,34:50,Axe,Rubick,Leshrac,Drow Ranger,Clockwerk
9919,1383,2,China Dota2 Pro Cup Season 2,PSG.LGD,radiant,15,LOSE,34:50,Spectre,Puck,Snapfire,Faceless Void,Elder Titan
9920,1384,1,China Dota2 Pro Cup Season 2,Team Aster,dire,35,WIN,46:44,Queen of Pain,Arc Warden,Vengeful Spirit,Slardar,Phoenix
9921,1384,1,China Dota2 Pro Cup Season 2,Elephant,radiant,21,LOSE,46:44,Invoker,Elder Titan,Drow Ranger,Rubick,Mars
9922,1384,2,China Dota2 Pro Cup Season 2,Team Aster,dire,8,LOSE,24:16,Death Prophet,Weaver,Doom,Clockwerk,Phoenix
9923,1384,2,China Dota2 Pro Cup Season 2,Elephant,radiant,34,WIN,24:16,Axe,Snapfire,Ogre Magi,Lifestealer,Lina
9924,1384,3,China Dota2 Pro Cup Season 2,Team Aster,dire,12,LOSE,28:26,Wraith King,Zeus,Ancient Apparition,Slardar,Lina
9925,1384,3,China Dota2 Pro Cup Season 2,Elephant,radiant,31,WIN,28:26,Templar Assassin,Crystal Maiden,Ogre Magi,Morphling,Bloodseeker
9926,1385,1,China Dota2 Pro Cup Season 2,Invictus Gaming,dire,16,LOSE,40:00,Terrorblade,Lina,Axe,Rubick,Phoenix
9927,1385,1,China Dota2 Pro Cup Season 2,Royal Never Give Up,radiant,38,WIN,40:00,Dark Seer,Tusk,Faceless Void,Viper,Undying
9928,1385,2,China Dota2 Pro Cup Season 2,Invictus Gaming,radiant,23,LOSE,32:30,Windranger,Troll Warlord,Doom,Oracle,Rubick
9929,1385,2,China Dota2 Pro Cup Season 2,Royal Never Give Up,dire,47,WIN,32:30,Tusk,Elder Titan,Phantom Assassin,Viper,Mars
9930,1386,1,China Dota2 Pro Cup Season 2,Invictus Gaming,dire,11,LOSE,24:28,Storm Spirit,Lifestealer,Night Stalker,Vengeful Spirit,Io
9931,1386,1,China Dota2 Pro Cup Season 2,Vici Gaming,radiant,25,WIN,24:28,Beastmaster,Void Spirit,Spectre,Snapfire,Elder Titan
9932,1386,2,China Dota2 Pro Cup Season 2,Invictus Gaming,dire,14,LOSE,37:39,Arc Warden,Nyx Assassin,Night Stalker,Tiny,Io
9933,1386,2,China Dota2 Pro Cup Season 2,Vici Gaming,radiant,32,WIN,37:39,Omniknight,Beastmaster,Leshrac,Faceless Void,Elder Titan
9934,1387,1,China Dota2 Pro Cup Season 2,Invictus Gaming,dire,36,WIN,38:51,Meepo,Beastmaster,Elder Titan,Morphling,Rubick
9935,1387,1,China Dota2 Pro Cup Season 2,EHOME,radiant,26,LOSE,38:51,Brewmaster,Phantom Lancer,Disruptor,Earth Spirit,Doom
9936,1387,2,China Dota2 Pro Cup Season 2,Invictus Gaming,dire,8,LOSE,24:48,Windranger,Tidehunter,Lina,Drow Ranger,Ogre Magi
9937,1387,2,China Dota2 Pro Cup Season 2,EHOME,radiant,23,WIN,24:48,Viper,Sven,Chen,Doom,Rubick
9938,1387,3,China Dota2 Pro Cup Season 2,Invictus Gaming,dire,15,LOSE,31:24,Zeus,Oracle,Luna,Shadow Shaman,Mars
9939,1387,3,China Dota2 Pro Cup Season 2,EHOME,radiant,35,WIN,31:24,Pangolier,Phantom Assassin,Magnus,Undying,Rubick
9940,1388,1,China Dota2 Pro Cup Season 2,Invictus Gaming,dire,18,LOSE,31:55,Lich,Phantom Lancer,Doom,Shadow Shaman,Viper
9941,1388,1,China Dota2 Pro Cup Season 2,PSG.LGD,radiant,38,WIN,31:55,Undying,Skywrath Mage,Slardar,Sniper,Leshrac
9942,1388,2,China Dota2 Pro Cup Season 2,Invictus Gaming,radiant,12,LOSE,26:16,Dragon Knight,Shadow Demon,Morphling,Windranger,Slardar
9943,1388,2,China Dota2 Pro Cup Season 2,PSG.LGD,dire,32,WIN,26:16,Chaos Knight,Puck,Enchantress,Earth Spirit,Magnus
9944,1389,1,China Dota2 Pro Cup Season 2,Invictus Gaming,dire,36,WIN,37:12,Razor,Phantom Assassin,Bane,Mars,Phoenix
9945,1389,1,China Dota2 Pro Cup Season 2,Elephant,radiant,12,LOSE,37:12,Storm Spirit,Tiny,Ogre Magi,Lifestealer,Snapfire
9946,1389,2,China Dota2 Pro Cup Season 2,Invictus Gaming,radiant,20,LOSE,33:52,Nature's Prophet,Viper,Earthshaker,Troll Warlord,Phoenix
9947,1389,2,China Dota2 Pro Cup Season 2,Elephant,dire,33,WIN,33:52,Rubick,Drow Ranger,Snapfire,Slardar,Io
9948,1389,3,China Dota2 Pro Cup Season 2,Invictus Gaming,radiant,8,LOSE,21:19,Kunkka,Tidehunter,Snapfire,Drow Ranger,Elder Titan
9949,1389,3,China Dota2 Pro Cup Season 2,Elephant,dire,22,WIN,21:19,Doom,Monkey King,Mars,Slardar,Rubick
9950,1390,1,China Dota2 Pro Cup Season 2,Royal Never Give Up,dire,12,LOSE,32:12,Zeus,Morphling,Elder Titan,Rubick,Mars
9951,1390,1,China Dota2 Pro Cup Season 2,Vici Gaming,radiant,29,WIN,32:12,Night Stalker,Skywrath Mage,Undying,Phantom Assassin,Slardar
9952,1390,2,China Dota2 Pro Cup Season 2,Royal Never Give Up,dire,8,LOSE,30:18,Sniper,Skywrath Mage,Slardar,Faceless Void,Chen
9953,1390,2,China Dota2 Pro Cup Season 2,Vici Gaming,radiant,20,WIN,30:18,Shadow Demon,Underlord,Leshrac,Sven,Io
9954,1391,1,China Dota2 Pro Cup Season 2,Royal Never Give Up,dire,25,WIN,39:28,Void Spirit,Terrorblade,Oracle,Rubick,Mars
9955,1391,1,China Dota2 Pro Cup Season 2,EHOME,radiant,23,LOSE,39:28,Storm Spirit,Pangolier,Shadow Shaman,Lifestealer,Chen
9956,1391,2,China Dota2 Pro Cup Season 2,Royal Never Give Up,radiant,11,LOSE,34:16,Spectre,Shadow Demon,Void Spirit,Leshrac,Io
9957,1391,2,China Dota2 Pro Cup Season 2,EHOME,dire,32,WIN,34:16,Centaur Warrunner,Zeus,Sven,Undying,Rubick
9958,1391,3,China Dota2 Pro Cup Season 2,Royal Never Give Up,radiant,18,LOSE,40:34,Templar Assassin,Phoenix,Phantom Assassin,Void Spirit,Io
9959,1391,3,China Dota2 Pro Cup Season 2,EHOME,dire,39,WIN,40:34,Doom,Lifestealer,Ember Spirit,Undying,Rubick
9960,1392,1,China Dota2 Pro Cup Season 2,Royal Never Give Up,dire,35,WIN,34:32,Faceless Void,Void Spirit,Viper,Phoenix,Rubick
9961,1392,1,China Dota2 Pro Cup Season 2,PSG.LGD,radiant,12,LOSE,34:32,Mirana,Phantom Assassin,Snapfire,Slardar,Undying
9962,1392,2,China Dota2 Pro Cup Season 2,Royal Never Give Up,radiant,25,LOSE,38:13,Storm Spirit,Dark Seer,Tusk,Troll Warlord,Phoenix
9963,1392,2,China Dota2 Pro Cup Season 2,PSG.LGD,dire,26,WIN,38:13,Pugna,Sven,Vengeful Spirit,Slardar,Io
9964,1392,3,China Dota2 Pro Cup Season 2,Royal Never Give Up,dire,11,LOSE,29:30,Broodmother,Shadow Demon,Leshrac,Phantom Assassin,Slardar
9965,1392,3,China Dota2 Pro Cup Season 2,PSG.LGD,radiant,34,WIN,29:30,Night Stalker,Morphling,Invoker,Vengeful Spirit,Io
9966,1393,1,China Dota2 Pro Cup Season 2,Royal Never Give Up,radiant,11,LOSE,31:15,Doom,Windranger,Elder Titan,Phantom Assassin,Slardar
9967,1393,1,China Dota2 Pro Cup Season 2,Elephant,dire,23,WIN,31:15,Ember Spirit,Spectre,Axe,Undying,Lina
9968,1393,2,China Dota2 Pro Cup Season 2,Royal Never Give Up,dire,26,LOSE,40:00,Juggernaut,Magnus,Tusk,Chen,Mars
9969,1393,2,China Dota2 Pro Cup Season 2,Elephant,radiant,35,WIN,40:00,Snapfire,Faceless Void,Warlock,Doom,Phoenix
9970,1394,1,China Dota2 Pro Cup Season 2,Vici Gaming,radiant,23,WIN,54:05,Templar Assassin,Tusk,Axe,Lifestealer,Phoenix
9971,1394,1,China Dota2 Pro Cup Season 2,EHOME,dire,33,LOSE,54:05,Sven,Razor,Oracle,Rubick,Mars
9972,1394,2,China Dota2 Pro Cup Season 2,Vici Gaming,radiant,24,WIN,53:26,Underlord,Phantom Assassin,Leshrac,Io,Phoenix
9973,1394,2,China Dota2 Pro Cup Season 2,EHOME,dire,32,LOSE,53:26,Ember Spirit,Spectre,Shadow Demon,Lina,Mars
9974,1395,1,China Dota2 Pro Cup Season 2,Vici Gaming,radiant,33,WIN,31:44,Faceless Void,Death Prophet,Earth Spirit,Vengeful Spirit,Bloodseeker
9975,1395,1,China Dota2 Pro Cup Season 2,PSG.LGD,dire,20,LOSE,31:44,Void Spirit,Sniper,Ogre Magi,Lifestealer,Lina
9976,1395,2,China Dota2 Pro Cup Season 2,Vici Gaming,radiant,7,LOSE,27:44,Kunkka,Batrider,Earthshaker,Faceless Void,Io
9977,1395,2,China Dota2 Pro Cup Season 2,PSG.LGD,dire,24,WIN,27:44,Oracle,Drow Ranger,Jakiro,Beastmaster,Elder Titan
9978,1395,3,China Dota2 Pro Cup Season 2,Vici Gaming,radiant,43,WIN,60:24,Wraith King,Snapfire,Rubick,Slardar,Io
9979,1395,3,China Dota2 Pro Cup Season 2,PSG.LGD,dire,31,LOSE,60:24,Invoker,Luna,Jakiro,Beastmaster,Elder Titan
9980,1396,1,China Dota2 Pro Cup Season 2,Vici Gaming,radiant,28,WIN,33:49,Wraith King,Death Prophet,Rubick,Mars,Phoenix
9981,1396,1,China Dota2 Pro Cup Season 2,Elephant,dire,18,LOSE,33:49,Storm Spirit,Faceless Void,Skywrath Mage,Snapfire,Doom
9982,1396,2,China Dota2 Pro Cup Season 2,Vici Gaming,radiant,15,LOSE,36:28,Templar Assassin,Drow Ranger,Disruptor,Axe,Lina
9983,1396,2,China Dota2 Pro Cup Season 2,Elephant,dire,35,WIN,36:28,Brewmaster,Ember Spirit,Sven,Ogre Magi,Io
9984,1396,3,China Dota2 Pro Cup Season 2,Vici Gaming,dire,33,WIN,30:04,Spectre,Leshrac,Elder Titan,Mirana,Slardar
9985,1396,3,China Dota2 Pro Cup Season 2,Elephant,radiant,10,LOSE,30:04,Outworld Devourer,Chaos Knight,Abaddon,Ogre Magi,Rubick
9986,1397,1,China Dota2 Pro Cup Season 2,EHOME,radiant,9,LOSE,21:45,Spectre,Death Prophet,Oracle,Shadow Shaman,Slardar
9987,1397,1,China Dota2 Pro Cup Season 2,PSG.LGD,dire,13,WIN,21:45,Zeus,Beastmaster,Luna,Vengeful Spirit,Io
9988,1397,2,China Dota2 Pro Cup Season 2,EHOME,dire,38,LOSE,45:42,Troll Warlord,Enigma,Doom,Grimstroke,Earth Spirit
9989,1397,2,China Dota2 Pro Cup Season 2,PSG.LGD,radiant,35,WIN,45:42,Viper,Juggernaut,Ogre Magi,Techies,Magnus
9990,1398,1,China Dota2 Pro Cup Season 2,EHOME,dire,24,WIN,25:33,Puck,Medusa,Vengeful Spirit,Mars,Rubick
9991,1398,1,China Dota2 Pro Cup Season 2,Elephant,radiant,7,LOSE,25:33,Underlord,Spectre,Earth Spirit,Leshrac,Chen
9992,1398,2,China Dota2 Pro Cup Season 2,EHOME,radiant,30,WIN,30:00,Leshrac,Oracle,Sven,Snapfire,Mars
9993,1398,2,China Dota2 Pro Cup Season 2,Elephant,dire,3,LOSE,30:00,Troll Warlord,Timbersaw,Ember Spirit,Ogre Magi,Io
9994,1399,1,China Dota2 Pro Cup Season 2,PSG.LGD,dire,34,WIN,34:19,Axe,Void Spirit,Mirana,Drow Ranger,Elder Titan
9995,1399,1,China Dota2 Pro Cup Season 2,Elephant,radiant,19,LOSE,34:19,Faceless Void,Ember Spirit,Snapfire,Slardar,Io
9996,1399,2,China Dota2 Pro Cup Season 2,PSG.LGD,dire,28,LOSE,40:32,Timbersaw,Spectre,Void Spirit,Enchantress,Earth Spirit
9997,1399,2,China Dota2 Pro Cup Season 2,Elephant,radiant,36,WIN,40:32,Tidehunter,Sven,Snapfire,Slardar,Lina
9998,1399,3,China Dota2 Pro Cup Season 2,PSG.LGD,dire,12,LOSE,37:30,Spectre,Death Prophet,Vengeful Spirit,Earth Spirit,Enchantress
9999,1399,3,China Dota2 Pro Cup Season 2,Elephant,radiant,46,WIN,37:30,Crystal Maiden,Morphling,Bloodseeker,Mirana,Slardar
10000,1400,1,China Dota2 Pro Cup Season 2,Vici Gaming,radiant,21,LOSE,39:04,Wraith King,Night Stalker,Luna,Outworld Devourer,Io
10001,1400,1,China Dota2 Pro Cup Season 2,EHOME,dire,26,WIN,39:04,Centaur Warrunner,Earth Spirit,Lina,Omniknight,Sven
10002,1400,2,China Dota2 Pro Cup Season 2,Vici Gaming,radiant,23,WIN,21:47,Ember Spirit,Drow Ranger,Vengeful Spirit,Mirana,Mars
10003,1400,2,China Dota2 Pro Cup Season 2,EHOME,dire,3,LOSE,21:47,Timbersaw,Phantom Assassin,Void Spirit,Undying,Rubick
10004,1400,3,China Dota2 Pro Cup Season 2,Vici Gaming,radiant,8,LOSE,37:42,Void Spirit,Omniknight,Faceless Void,Bloodseeker,Rubick
10005,1400,3,China Dota2 Pro Cup Season 2,EHOME,dire,28,WIN,37:42,Oracle,Magnus,Juggernaut,Phoenix,Mars
10006,1401,1,China Dota2 Pro Cup Season 2,Team Aster,dire,21,LOSE,41:56,Wraith King,Magnus,Lina,Venomancer,Mars
10007,1401,1,China Dota2 Pro Cup Season 2,Elephant,radiant,33,WIN,41:56,Queen of Pain,Lion,Bloodseeker,Drow Ranger,Undying
10008,1401,2,China Dota2 Pro Cup Season 2,Team Aster,dire,25,WIN,40:30,Dark Willow,Arc Warden,Vengeful Spirit,Leshrac,Mars
10009,1401,2,China Dota2 Pro Cup Season 2,Elephant,radiant,35,LOSE,40:30,Sniper,Slardar,Lina,Drow Ranger,Undying
10010,1401,3,China Dota2 Pro Cup Season 2,Team Aster,dire,33,WIN,50:24,Doom,Troll Warlord,Venomancer,Leshrac,Omniknight
